net,length_um
_12366_,73.72µm
_12795_,73.6µm
_12127_,73.56µm
net1057,73.5µm
clknet_leaf_13_clk,73.42µm
_12204_,73.4µm
_09321_,73.28µm
_08997_,73.24µm
_12666_,73.24µm
_14478_,73.21µm
net356,73.18µm
_11611_,73.12µm
_02144_,73.11µm
mantisaresult\[10\],73.06µm
net1107,73.04µm
_04394_,73.02µm
_12646_,72.92µm
net394,72.9µm
net237,72.82µm
_11647_,72.755µm
_12896_,72.7µm
_10712_,72.55µm
_09251_,72.54µm
_02994_,72.5µm
_00818_,72.46µm
_09276_,72.42µm
_09485_,72.38µm
_04730_,72.36µm
_02683_,72.32µm
net177,72.3µm
_04734_,72.26µm
_12687_,72.14µm
_09307_,72.04µm
_11477_,72.02µm
_12215_,71.96µm
_02671_,71.94µm
_10128_,71.94µm
mantisaAshift\[40\],71.92µm
_03637_,71.88µm
net275,71.88µm
_12745_,71.86µm
net331,71.86µm
_06923_,71.84µm
_01417_,71.725µm
_05100_,71.71µm
_05257_,71.64µm
_02291_,71.6µm
net436,71.46µm
_13724_,71.4µm
_05991_,71.36µm
_09003_,71.3µm
_09290_,71.26µm
_01768_,71.25µm
net263,71.23µm
_06246_,71.165µm
_00334_,71.12µm
_11487_,71.115µm
clknet_leaf_8_clk,71.02µm
_03001_,71µm
_07042_,70.82µm
_05073_,70.78µm
net385,70.74µm
_01457_,70.7µm
_02362_,70.7µm
mantisaAshift\[48\],70.68µm
net368,70.66µm
_05380_,70.64µm
_02662_,70.625µm
_02307_,70.62µm
_14302_,70.58µm
_06925_,70.54µm
_01408_,70.53µm
net432,70.5µm
_08366_,70.44µm
_01941_,70.42µm
_09723_,70.42µm
_11925_,70.42µm
_03290_,70.36µm
_01406_,70.33µm
_12912_,70.26µm
_00873_,70.2µm
_13250_,70.14µm
_09217_,70.06µm
_00766_,69.92µm
_05335_,69.92µm
_11591_,69.92µm
_07987_,69.895µm
_11601_,69.84µm
_09139_,69.78µm
_08371_,69.75µm
_00041_,69.705µm
_12906_,69.68µm
_14030_,69.68µm
_13544_,69.66µm
_02741_,69.62µm
_09246_,69.58µm
_00310_,69.5µm
_12928_,69.5µm
net395,69.46µm
_12248_,69.44µm
net14,69.38µm
_14029_,69.26µm
_09524_,69.17µm
_01953_,69.06µm
_01872_,68.94µm
net997,68.94µm
_13889_,68.855µm
_13663_,68.84µm
_11962_,68.82µm
_02069_,68.81µm
_11519_,68.78µm
_03195_,68.76µm
_09344_,68.76µm
net1009,68.72µm
_13613_,68.71µm
_03320_,68.67µm
_09299_,68.66µm
_12005_,68.64µm
_06590_,68.565µm
_14078_,68.55µm
_01088_,68.5µm
expmiddlec\[2\],68.46µm
net925,68.4µm
_11978_,68.39µm
_10725_,68.36µm
net299,68.33µm
_01145_,68.3µm
mantisaresult\[12\],68.3µm
_07664_,68.26µm
clknet_leaf_16_clk,68.16µm
_09476_,68.14µm
_12956_,68.12µm
net995,68.1µm
_00063_,68.085µm
_12080_,68.06µm
_02670_,68.04µm
_02112_,68.02µm
net939,68.02µm
_00478_,67.98µm
_06434_,67.98µm
_05947_,67.88µm
_14682_,67.74µm
_12865_,67.68µm
_12371_,67.66µm
_02078_,67.64µm
_12094_,67.62µm
net399,67.62µm
_14033_,67.58µm
net415,67.52µm
_03441_,67.5µm
_03635_,67.48µm
_14430_,67.48µm
_10876_,67.46µm
net90,67.44µm
_13926_,67.41µm
_09435_,67.39µm
net994,67.38µm
clknet_leaf_0_clk,67.34µm
_01144_,67.28µm
_02275_,67.26µm
_02719_,67.24µm
_03892_,67.18µm
_02660_,67.14µm
_03573_,67.14µm
_01809_,67.08µm
_12461_,67.08µm
_14420_,67.02µm
net300,67.02µm
_09283_,66.94µm
expmiddlec\[3\],66.93µm
_05907_,66.88µm
_14425_,66.76µm
_12479_,66.59µm
_00522_,66.52µm
_09798_,66.52µm
_03564_,66.38µm
_09133_,66.38µm
_13887_,66.28µm
_09874_,66.22µm
_05951_,66.21µm
_13924_,66.185µm
_11267_,66.18µm
_13331_,66.14µm
_09496_,66.12µm
_01455_,66.115µm
_04907_,66.08µm
_01440_,66.06µm
_02008_,66.04µm
_00439_,66.02µm
_01224_,66.02µm
_05961_,65.98µm
net1130,65.98µm
net200,65.86µm
net1089,65.82µm
net170,65.78µm
_03292_,65.74µm
_12071_,65.64µm
_11700_,65.62µm
_06601_,65.56µm
_01601_,65.52µm
_00774_,65.46µm
_09106_,65.46µm
_02253_,65.36µm
_04323_,65.18µm
net408,65.165µm
_11565_,65.14µm
_12367_,65.115µm
clknet_leaf_18_clk,65.02µm
_08109_,65.01µm
net940,64.98µm
_00058_,64.92µm
_01963_,64.92µm
_00441_,64.9µm
_03854_,64.84µm
_03297_,64.82µm
_09852_,64.82µm
net445,64.82µm
_10625_,64.8µm
_14043_,64.8µm
net148,64.8µm
net448,64.76µm
clknet_leaf_25_clk,64.72µm
net1067,64.66µm
net377,64.64µm
_00668_,64.6µm
_12153_,64.6µm
_03522_,64.56µm
_03472_,64.54µm
_11745_,64.53µm
_04200_,64.5µm
net101,64.49µm
net21,64.48µm
_00810_,64.46µm
_14050_,64.44µm
_01568_,64.38µm
_14085_,64.26µm
_14022_,64.21µm
_01128_,64.19µm
net949,64.14µm
_09313_,64.11µm
_05808_,64.06µm
_06673_,64.06µm
_12034_,64.04µm
net674,64µm
_09849_,63.98µm
_12419_,63.96µm
_12068_,63.945µm
_03632_,63.92µm
_13227_,63.92µm
_11932_,63.88µm
_01547_,63.86µm
_10889_,63.82µm
mantisaAshift\[52\],63.7µm
mantisaresult\[61\],63.7µm
_05530_,63.62µm
net323,63.62µm
_04186_,63.56µm
_11530_,63.56µm
_04609_,63.52µm
_02722_,63.5µm
_05415_,63.5µm
_00679_,63.48µm
_11916_,63.48µm
_07940_,63.42µm
_02723_,63.41µm
_03316_,63.4µm
_11994_,63.4µm
_14044_,63.4µm
_11874_,63.39µm
_00050_,63.365µm
_12011_,63.2µm
net20,63.16µm
_09745_,63.12µm
_10912_,63.06µm
clknet_leaf_28_clk,63.06µm
_01105_,63.04µm
net6,63.02µm
_11527_,63µm
_00060_,62.92µm
_01579_,62.88µm
_03586_,62.88µm
net798,62.83µm
_11508_,62.78µm
_07874_,62.73µm
_05854_,62.62µm
_14598_,62.58µm
_13651_,62.52µm
net923,62.52µm
_13640_,62.48µm
net753,62.46µm
_06682_,62.38µm
_02659_,62.3µm
_03834_,62.26µm
_06026_,62.235µm
_00588_,62.23µm
_00043_,62.22µm
_01717_,62.16µm
_14024_,62.04µm
_10434_,62.02µm
net414,62µm
_12881_,61.94µm
_09224_,61.72µm
net382,61.72µm
_10809_,61.7µm
_07325_,61.68µm
_08199_,61.68µm
_10334_,61.68µm
_01845_,61.66µm
clknet_leaf_2_clk,61.62µm
net971,61.62µm
_10688_,61.6µm
_09659_,61.57µm
_05296_,61.44µm
_14249_,61.42µm
_13664_,61.38µm
net75,61.24µm
_13204_,61.16µm
_00449_,61.14µm
_01497_,61.06µm
_11257_,61.04µm
net948,61.04µm
_11045_,61.01µm
_00616_,60.96µm
_04162_,60.955µm
net318,60.88µm
_01885_,60.87µm
_02938_,60.8µm
_02301_,60.76µm
net407,60.73µm
net109,60.66µm
_01694_,60.62µm
_09322_,60.59µm
_05513_,60.48µm
_06176_,60.44µm
_08370_,60.42µm
_12418_,60.26µm
_04833_,60.22µm
net51,60.2µm
_09977_,60.18µm
_12676_,60.18µm
mantisaresult\[14\],60.12µm
_11937_,60.08µm
_07261_,60.04µm
net27,60.04µm
net391,60.04µm
clknet_leaf_27_clk,59.99µm
_01575_,59.98µm
expmiddlec\[5\],59.98µm
_08775_,59.92µm
_13916_,59.92µm
_13372_,59.915µm
_08580_,59.86µm
net401,59.86µm
_08320_,59.82µm
_04255_,59.7µm
_14467_,59.68µm
mantisaAshift\[45\],59.66µm
_01765_,59.63µm
_02249_,59.54µm
mantisaresult\[56\],59.5µm
net317,59.5µm
net737,59.48µm
_04792_,59.36µm
_10483_,59.36µm
_08728_,59.35µm
_00834_,59.18µm
_07916_,59.08µm
_09859_,59.08µm
_12888_,59.08µm
_00296_,59.02µm
_09618_,58.92µm
_10549_,58.91µm
_14040_,58.88µm
_05629_,58.86µm
_03352_,58.82µm
net1255,58.82µm
_03858_,58.78µm
mantisaresult\[62\],58.78µm
_11584_,58.74µm
net404,58.72µm
_03169_,58.68µm
_10074_,58.64µm
_01868_,58.62µm
_10477_,58.58µm
_14540_,58.52µm
_11969_,58.48µm
_13593_,58.46µm
_01901_,58.44µm
_02066_,58.42µm
_14288_,58.31µm
_12303_,58.22µm
_00002_,58.205µm
net329,58.2µm
net68,58.14µm
net1061,58.12µm
_01892_,58.02µm
net807,57.88µm
_13312_,57.86µm
_05896_,57.82µm
_03393_,57.8µm
clknet_leaf_33_clk,57.72µm
net256,57.7µm
_05949_,57.68µm
_01762_,57.66µm
_13155_,57.54µm
_08323_,57.5µm
net1078,57.5µm
_12927_,57.42µm
_04190_,57.4µm
net320,57.32µm
_13221_,57.3µm
_01958_,57.22µm
_02212_,57.22µm
_11560_,57.18µm
_11524_,57.14µm
_09951_,57.1µm
net875,57.08µm
_13363_,57.025µm
_02405_,56.995µm
net454,56.98µm
_07206_,56.94µm
_10954_,56.94µm
_01090_,56.9µm
_00336_,56.88µm
_12420_,56.88µm
_01261_,56.86µm
_02051_,56.86µm
mantisaresult\[47\],56.8µm
net118,56.73µm
_06238_,56.72µm
_11278_,56.72µm
net362,56.66µm
net157,56.62µm
_00055_,56.605µm
_01968_,56.58µm
_11570_,56.5µm
_12105_,56.49µm
_02318_,56.48µm
_14027_,56.45µm
_04189_,56.44µm
_06242_,56.44µm
_01567_,56.42µm
net422,56.32µm
net1086,56.32µm
_13552_,56.295µm
_03052_,56.24µm
_12382_,56.21µm
net198,56.16µm
_01989_,56.13µm
_12622_,56.06µm
net102,56.05µm
_06582_,56µm
_12142_,55.97µm
_14286_,55.94µm
_03269_,55.92µm
_11042_,55.9µm
clknet_leaf_39_clk,55.9µm
_06483_,55.89µm
_11809_,55.88µm
_03709_,55.86µm
_12245_,55.76µm
_12186_,55.68µm
_04746_,55.62µm
_00001_,55.58µm
_14300_,55.575µm
_11983_,55.56µm
_01883_,55.52µm
_07872_,55.52µm
_10360_,55.52µm
_01589_,55.48µm
_12004_,55.48µm
_03306_,55.44µm
_06239_,55.42µm
net536,55.36µm
net1246,55.34µm
_02951_,55.32µm
clknet_leaf_41_clk,55.32µm
_08567_,55.29µm
_13917_,55.26µm
_04499_,55.24µm
_08341_,55.24µm
_00608_,55.18µm
_00537_,55.135µm
_13149_,55.12µm
_12237_,55.1µm
_10165_,55.06µm
_09463_,55.04µm
_07923_,55.02µm
_07965_,55µm
_01856_,54.96µm
_04444_,54.9µm
_04229_,54.84µm
_11881_,54.795µm
_10729_,54.78µm
_04320_,54.76µm
_04207_,54.74µm
_06069_,54.74µm
_11534_,54.68µm
_12372_,54.67µm
_03308_,54.63µm
_00862_,54.62µm
_04047_,54.62µm
net453,54.59µm
_03280_,54.44µm
_01167_,54.42µm
_13659_,54.42µm
_04762_,54.34µm
_06941_,54.335µm
_01189_,54.32µm
_03270_,54.22µm
_02278_,54.12µm
_05641_,54.12µm
_12589_,54.12µm
_12738_,54.1µm
_13550_,54.08µm
_01739_,54.04µm
_13364_,54.02µm
_06490_,54µm
expmiddlec\[4\],54µm
_10028_,53.98µm
_06512_,53.96µm
_12131_,53.96µm
_06605_,53.94µm
_07594_,53.94µm
_09909_,53.91µm
_11731_,53.86µm
_11803_,53.76µm
_04614_,53.74µm
_08994_,53.74µm
net945,53.7µm
_03554_,53.66µm
_08584_,53.64µm
mantisaresult\[48\],53.64µm
net1106,53.64µm
_02296_,53.6µm
_12791_,53.6µm
_13419_,53.5µm
_11963_,53.49µm
_09295_,53.44µm
_06482_,53.42µm
_06551_,53.32µm
_11176_,53.3µm
_03581_,53.28µm
_11738_,53.27µm
_01089_,53.24µm
_01908_,53.14µm
_01860_,53.1µm
_04324_,53.04µm
net146,53.04µm
clknet_leaf_6_clk,53µm
_04383_,52.99µm
_07455_,52.96µm
_14482_,52.94µm
_03265_,52.89µm
_00057_,52.88µm
_14556_,52.88µm
_11594_,52.84µm
_11670_,52.8µm
net435,52.79µm
_08803_,52.78µm
_12671_,52.765µm
net310,52.74µm
_07041_,52.7µm
_01085_,52.62µm
_05457_,52.58µm
_12267_,52.58µm
_13979_,52.54µm
_02420_,52.5µm
_12465_,52.44µm
_01876_,52.4µm
_04967_,52.4µm
net403,52.36µm
_12460_,52.34µm
net61,52.34µm
_07922_,52.22µm
_02974_,52.16µm
_09917_,52.14µm
net494,52.14µm
_11190_,52.1µm
_06240_,52.04µm
_11462_,52.03µm
_01965_,52.015µm
_03647_,52µm
_04522_,52µm
_05626_,52µm
_08400_,51.99µm
_03112_,51.98µm
_11315_,51.95µm
net105,51.92µm
_06119_,51.86µm
_11797_,51.84µm
_14018_,51.84µm
_04704_,51.825µm
mantisaAshift\[59\],51.82µm
_12125_,51.78µm
_13799_,51.72µm
_09930_,51.7µm
_02016_,51.66µm
_13647_,51.66µm
_09821_,51.64µm
_12923_,51.63µm
_00804_,51.6µm
mantisaresult\[58\],51.54µm
_09480_,51.48µm
_10084_,51.46µm
_11260_,51.4µm
_05671_,51.38µm
_07971_,51.38µm
_07996_,51.38µm
_02282_,51.28µm
_11435_,51.28µm
expmiddlec\[7\],51.28µm
_11429_,51.275µm
_03178_,51.24µm
_03598_,51.24µm
_14349_,51.22µm
_02219_,51.2µm
_13551_,51.18µm
_10174_,51.16µm
_03043_,51.08µm
_05285_,51.07µm
_10938_,51.02µm
_13945_,51.02µm
_11142_,51µm
_14386_,50.93µm
_13722_,50.9µm
net333,50.9µm
_12471_,50.88µm
_10807_,50.85µm
_10395_,50.84µm
_02652_,50.82µm
_12065_,50.81µm
_13615_,50.8µm
_14118_,50.78µm
net957,50.78µm
_13099_,50.74µm
_12559_,50.72µm
_04984_,50.7µm
_03273_,50.695µm
_09315_,50.66µm
_07936_,50.62µm
net348,50.62µm
_12942_,50.6µm
_08186_,50.56µm
_01826_,50.54µm
_03903_,50.54µm
_12261_,50.54µm
_12136_,50.53µm
_01346_,50.52µm
_01375_,50.48µm
_14157_,50.48µm
_05382_,50.44µm
_10008_,50.4µm
_13103_,50.38µm
net384,50.38µm
_02703_,50.36µm
_07709_,50.36µm
_09489_,50.36µm
_09942_,50.34µm
_13461_,50.34µm
_01017_,50.32µm
_05736_,50.24µm
_11951_,50.24µm
_09452_,50.23µm
_08368_,50.22µm
_13561_,50.22µm
_12935_,50.2µm
_07438_,50.16µm
_03627_,50.1µm
_11729_,50.1µm
_02017_,50.04µm
_02075_,50.04µm
_13215_,50.04µm
_05811_,50.02µm
_13186_,50.02µm
_00720_,50.01µm
_10405_,50µm
_13216_,50µm
_08264_,49.96µm
net947,49.96µm
_13930_,49.92µm
_02882_,49.91µm
net763,49.84µm
_06594_,49.8µm
_05557_,49.71µm
net1090,49.7µm
_00038_,49.625µm
_05318_,49.62µm
_05309_,49.58µm
_05362_,49.58µm
_04412_,49.57µm
_13627_,49.56µm
_01386_,49.54µm
_00328_,49.53µm
_04198_,49.52µm
_12302_,49.52µm
_01807_,49.5µm
_06351_,49.48µm
_11274_,49.4µm
_11526_,49.34µm
_04250_,49.3µm
_08583_,49.28µm
_00706_,49.27µm
_13361_,49.26µm
_02631_,49.24µm
_12003_,49.22µm
_13575_,49.18µm
net413,49.18µm
_09446_,49.16µm
_00822_,49.14µm
_01896_,49.14µm
_13684_,49.14µm
net870,49.14µm
_01863_,49.12µm
_05995_,49.08µm
_11973_,49.08µm
_09488_,49.06µm
net1100,49.04µm
_06020_,49.02µm
net205,49µm
_12128_,48.99µm
_06186_,48.96µm
_00389_,48.94µm
_02672_,48.92µm
_10286_,48.88µm
_12534_,48.88µm
_05554_,48.86µm
_13992_,48.84µm
_00532_,48.83µm
_04983_,48.82µm
_12104_,48.82µm
_11293_,48.78µm
_01801_,48.74µm
_10769_,48.72µm
_11289_,48.7µm
_09818_,48.66µm
clknet_leaf_26_clk,48.66µm
_01756_,48.62µm
_10449_,48.62µm
clknet_leaf_38_clk,48.58µm
_01828_,48.56µm
_02159_,48.48µm
_05279_,48.48µm
_14493_,48.47µm
_09259_,48.46µm
_13219_,48.46µm
_06175_,48.32µm
net421,48.31µm
_14527_,48.24µm
_01691_,48.2µm
_11577_,48.2µm
_03409_,48.18µm
_13231_,48.18µm
_03570_,48.16µm
_13209_,48.15µm
_13990_,48.12µm
_04130_,48.1µm
_08297_,48.09µm
_09843_,48.04µm
_06076_,48.025µm
_10859_,48µm
_03843_,47.975µm
_02733_,47.92µm
_10909_,47.92µm
net1194,47.92µm
_07684_,47.91µm
_03488_,47.9µm
_03558_,47.9µm
_05314_,47.9µm
_14580_,47.86µm
_09812_,47.78µm
mantisaresult\[41\],47.78µm
_13396_,47.76µm
_14444_,47.74µm
net1095,47.74µm
_00566_,47.68µm
_03693_,47.66µm
_01183_,47.64µm
_11498_,47.64µm
_13350_,47.64µm
_01481_,47.62µm
_12449_,47.62µm
_03587_,47.57µm
_11405_,47.57µm
_13101_,47.54µm
_01649_,47.52µm
_09127_,47.44µm
_10217_,47.42µm
_08764_,47.41µm
_02687_,47.4µm
_13291_,47.4µm
_00738_,47.38µm
_08570_,47.34µm
_11823_,47.3µm
_00293_,47.28µm
_01326_,47.24µm
_04284_,47.24µm
_04261_,47.18µm
_00665_,47.14µm
_07820_,47.12µm
_14129_,47.1µm
_02760_,47.06µm
_06494_,47.06µm
_12013_,47.02µm
_13732_,47µm
_10798_,46.98µm
_13391_,46.98µm
_12363_,46.96µm
net294,46.96µm
_14463_,46.94µm
_05043_,46.82µm
_11256_,46.82µm
_14628_,46.82µm
_12914_,46.8µm
net426,46.8µm
net268,46.795µm
_02080_,46.76µm
_08585_,46.74µm
_02234_,46.66µm
_10147_,46.66µm
_08048_,46.63µm
_04058_,46.6µm
net72,46.58µm
_01678_,46.51µm
net120,46.48µm
_12081_,46.44µm
_14267_,46.4µm
_00878_,46.36µm
_01288_,46.36µm
net417,46.34µm
_10658_,46.31µm
_02206_,46.28µm
_12393_,46.28µm
_01890_,46.2µm
_03164_,46.2µm
_06586_,46.2µm
mantisaAshift\[41\],46.18µm
_08811_,46.175µm
_08589_,46.17µm
_09440_,46.16µm
net950,46.16µm
_10886_,46.14µm
_03277_,46.12µm
net80,46.12µm
_13643_,46.11µm
_09234_,46.1µm
_10888_,46.02µm
_12562_,46.02µm
_07264_,45.98µm
_04148_,45.965µm
_10775_,45.96µm
_11075_,45.92µm
_03478_,45.9µm
_13748_,45.9µm
_01235_,45.86µm
_13871_,45.82µm
_00325_,45.8µm
_00604_,45.76µm
_14525_,45.76µm
_13194_,45.74µm
_11644_,45.72µm
_12006_,45.7µm
_03212_,45.68µm
_11758_,45.67µm
_04317_,45.66µm
mantisaAshift\[44\],45.66µm
_10276_,45.64µm
_07343_,45.62µm
_10903_,45.62µm
_03156_,45.58µm
_07408_,45.58µm
_01626_,45.56µm
_02250_,45.56µm
_11114_,45.54µm
_12072_,45.54µm
_05923_,45.48µm
_10070_,45.46µm
_12988_,45.46µm
_12959_,45.44µm
_01862_,45.4µm
_08655_,45.38µm
_05608_,45.36µm
_02271_,45.34µm
_11996_,45.32µm
_04824_,45.3µm
_08088_,45.3µm
_02850_,45.27µm
_00365_,45.24µm
_14038_,45.22µm
_02074_,45.18µm
_13188_,45.18µm
_00467_,45.16µm
net442,45.13µm
_05652_,45.12µm
_06419_,45.12µm
_01910_,45.1µm
_13345_,45µm
_12429_,44.96µm
_08412_,44.94µm
mantisaresult\[49\],44.94µm
_09510_,44.92µm
_13658_,44.9µm
_14462_,44.88µm
_14291_,44.86µm
_04104_,44.84µm
_01162_,44.82µm
_07625_,44.8µm
_02705_,44.79µm
_08834_,44.76µm
_14312_,44.76µm
net7,44.76µm
_02807_,44.75µm
_00962_,44.72µm
_09517_,44.72µm
_02561_,44.66µm
net353,44.65µm
_09129_,44.64µm
_06509_,44.6µm
net983,44.6µm
_07306_,44.58µm
mantisaAshift\[49\],44.58µm
_03553_,44.56µm
_05644_,44.56µm
_07361_,44.56µm
_02961_,44.54µm
_13512_,44.54µm
_14234_,44.525µm
_13668_,44.52µm
_01510_,44.5µm
_02615_,44.48µm
_02998_,44.48µm
_08280_,44.48µm
_13439_,44.44µm
_07511_,44.43µm
_03486_,44.42µm
_04937_,44.42µm
_08683_,44.4µm
_11397_,44.38µm
mantisaAshift\[55\],44.38µm
_02567_,44.34µm
_05969_,44.33µm
_01160_,44.32µm
net41,44.3µm
_05328_,44.22µm
_02944_,44.18µm
_08644_,44.18µm
_00394_,44.12µm
_12099_,44.1µm
_09968_,44.08µm
_14529_,44.08µm
_00645_,44.06µm
_09906_,44.06µm
_10959_,44.04µm
_12192_,44.02µm
net308,44µm
_06244_,43.98µm
_00711_,43.94µm
_01318_,43.925µm
_01904_,43.9µm
_00360_,43.88µm
net147,43.88µm
_05039_,43.86µm
_01571_,43.84µm
_08061_,43.84µm
_11030_,43.84µm
_07884_,43.82µm
_05635_,43.81µm
_02264_,43.8µm
_01581_,43.78µm
_13715_,43.76µm
_05090_,43.74µm
_01429_,43.72µm
_04653_,43.72µm
_03266_,43.68µm
_13591_,43.62µm
_14521_,43.58µm
_01218_,43.56µm
_11390_,43.56µm
_12453_,43.54µm
net416,43.52µm
_02300_,43.5µm
_06437_,43.5µm
_07754_,43.48µm
net66,43.44µm
_00977_,43.42µm
_02040_,43.42µm
_02939_,43.4µm
mantisaresult\[43\],43.4µm
_05648_,43.38µm
_08991_,43.38µm
_03256_,43.32µm
_06122_,43.32µm
_07113_,43.32µm
_04123_,43.28µm
_10205_,43.25µm
mantisaresult\[54\],43.24µm
_04787_,43.22µm
_09056_,43.18µm
_11536_,43.14µm
_00853_,43.12µm
_06247_,43.1µm
_00480_,43.08µm
_01697_,43.08µm
_13144_,43.06µm
_11403_,43.04µm
_12953_,43.04µm
_14324_,43.04µm
_12012_,43.02µm
_13362_,43.02µm
_05615_,43µm
_11909_,43µm
_03786_,42.96µm
_05625_,42.96µm
_07974_,42.96µm
_01928_,42.94µm
_13708_,42.92µm
_09024_,42.86µm
_04722_,42.82µm
net1062,42.8µm
_03151_,42.78µm
_01796_,42.72µm
_02765_,42.72µm
_05049_,42.72µm
_11003_,42.72µm
_13688_,42.69µm
_08337_,42.66µm
_10094_,42.66µm
_05614_,42.64µm
net424,42.64µm
_04648_,42.6µm
_09212_,42.6µm
_05273_,42.58µm
_12391_,42.58µm
_05202_,42.57µm
_09634_,42.56µm
net143,42.56µm
_11409_,42.555µm
_01748_,42.52µm
_04108_,42.52µm
_01777_,42.46µm
_14639_,42.46µm
_04697_,42.44µm
_08684_,42.44µm
_05324_,42.42µm
_12149_,42.42µm
_04232_,42.4µm
_08660_,42.4µm
_10118_,42.36µm
_13305_,42.35µm
_02155_,42.34µm
_11448_,42.34µm
_13220_,42.34µm
_03898_,42.3µm
_04463_,42.3µm
_14263_,42.3µm
net985,42.3µm
_03496_,42.28µm
_11917_,42.28µm
_14492_,42.26µm
_04671_,42.25µm
_01781_,42.24µm
_05259_,42.22µm
_07654_,42.22µm
_00775_,42.21µm
_01611_,42.19µm
_02294_,42.18µm
_11326_,42.17µm
_03781_,42.16µm
_09888_,42.16µm
_02501_,42.13µm
_03146_,42.1µm
net211,42.08µm
net941,42.05µm
_10654_,42.045µm
_01381_,42.04µm
_04839_,42.04µm
_08601_,42.04µm
_05357_,42µm
_04085_,41.96µm
_13236_,41.94µm
_04562_,41.86µm
_14472_,41.85µm
net364,41.8µm
_08925_,41.765µm
net400,41.76µm
_09685_,41.75µm
_02181_,41.74µm
_12134_,41.74µm
_14213_,41.68µm
_01149_,41.66µm
_02579_,41.62µm
_04763_,41.58µm
_13599_,41.575µm
_14295_,41.57µm
net281,41.545µm
_02806_,41.54µm
_13721_,41.54µm
_04272_,41.52µm
_10385_,41.52µm
mantisaAshift\[46\],41.52µm
_10930_,41.4µm
_09135_,41.39µm
_03734_,41.38µm
_09624_,41.38µm
_04450_,41.36µm
_13616_,41.36µm
_02023_,41.33µm
_06578_,41.32µm
_11022_,41.32µm
_12308_,41.32µm
_01178_,41.3µm
_03629_,41.28µm
_10444_,41.21µm
_00672_,41.18µm
_04210_,41.18µm
_05940_,41.14µm
_11976_,41.14µm
_02824_,41.12µm
_09753_,41.12µm
_13694_,41.1µm
_10043_,41.08µm
_04858_,41.02µm
_13213_,41.01µm
_03376_,41µm
_06355_,41µm
_12700_,41µm
_02910_,40.98µm
_00561_,40.96µm
_08132_,40.96µm
_00279_,40.94µm
_03439_,40.94µm
_12387_,40.94µm
_04439_,40.92µm
_05623_,40.91µm
_11268_,40.9µm
_01992_,40.86µm
_09733_,40.86µm
_03044_,40.84µm
_06927_,40.82µm
_07207_,40.82µm
_02607_,40.8µm
_03529_,40.76µm
_10699_,40.76µm
_13676_,40.76µm
_14657_,40.76µm
_03651_,40.74µm
_04437_,40.72µm
_08020_,40.72µm
_08933_,40.72µm
_12145_,40.72µm
_03037_,40.7µm
_03420_,40.7µm
_10741_,40.7µm
_12141_,40.7µm
_01641_,40.68µm
_12282_,40.64µm
_13570_,40.62µm
_14141_,40.61µm
_02003_,40.6µm
_04766_,40.58µm
_12736_,40.54µm
expmiddlec\[6\],40.52µm
net419,40.52µm
_03262_,40.5µm
_00054_,40.485µm
_08729_,40.48µm
mantisaresult\[46\],40.46µm
clknet_leaf_20_clk,40.46µm
_01734_,40.42µm
_07204_,40.42µm
_10765_,40.4µm
net180,40.4µm
_08576_,40.38µm
_01662_,40.36µm
_02339_,40.36µm
net86,40.36µm
_07440_,40.32µm
_11200_,40.32µm
_01583_,40.31µm
net428,40.3µm
_00065_,40.245µm
_11956_,40.24µm
_11180_,40.22µm
_10666_,40.2µm
_05087_,40.18µm
_13680_,40.18µm
_11107_,40.14µm
_04943_,40.09µm
_02986_,40.06µm
net88,40.06µm
net375,40.04µm
_03873_,40.03µm
_02897_,40.02µm
_04972_,40µm
_04087_,39.98µm
_02555_,39.96µm
_12905_,39.96µm
_14508_,39.94µm
net444,39.94µm
_00280_,39.92µm
_00356_,39.9µm
_05735_,39.9µm
_13634_,39.88µm
_14334_,39.87µm
_14475_,39.86µm
_00729_,39.84µm
_12952_,39.81µm
_06573_,39.78µm
_01347_,39.76µm
_05141_,39.74µm
_13944_,39.72µm
_01096_,39.7µm
_01769_,39.69µm
_11263_,39.68µm
_01718_,39.66µm
