net,length_um
_10425_,19.4µm
_12485_,19.4µm
_13725_,19.4µm
_14656_,19.4µm
_13173_,19.395µm
_01818_,19.38µm
_02752_,19.38µm
_03211_,19.38µm
_06606_,19.38µm
_11247_,19.38µm
_11916_,19.38µm
_14004_,19.38µm
_08249_,19.375µm
_08740_,19.36µm
_00649_,19.34µm
_03720_,19.34µm
_11438_,19.34µm
_13807_,19.34µm
_00941_,19.32µm
_03298_,19.32µm
_05571_,19.32µm
_06956_,19.32µm
_08560_,19.32µm
_10487_,19.32µm
_11553_,19.32µm
_14154_,19.32µm
_07267_,19.3µm
_13821_,19.3µm
_00579_,19.28µm
_01137_,19.28µm
_05508_,19.28µm
_09364_,19.28µm
_14013_,19.28µm
expadd\[1\],19.28µm
_11899_,19.275µm
_10892_,19.27µm
_01429_,19.26µm
_01505_,19.26µm
_06329_,19.26µm
_13317_,19.26µm
net1174,19.26µm
_02301_,19.24µm
_02381_,19.24µm
_02541_,19.24µm
_09017_,19.24µm
_10838_,19.24µm
_10888_,19.24µm
_12096_,19.24µm
_13818_,19.24µm
_14092_,19.23µm
_00890_,19.22µm
_06813_,19.22µm
_07383_,19.22µm
_01817_,19.2µm
_03689_,19.2µm
_08059_,19.2µm
_11937_,19.2µm
net52,19.2µm
_01287_,19.18µm
_07500_,19.18µm
_09457_,19.18µm
_10819_,19.18µm
_01333_,19.16µm
_01806_,19.16µm
_02237_,19.16µm
_12383_,19.16µm
_12738_,19.16µm
_13757_,19.16µm
_05945_,19.15µm
_07524_,19.15µm
_06590_,19.14µm
_09226_,19.125µm
_03496_,19.12µm
_05411_,19.12µm
_02488_,19.1µm
_06625_,19.1µm
_08520_,19.1µm
_14887_,19.1µm
_00949_,19.08µm
_01358_,19.08µm
_02457_,19.08µm
_03077_,19.08µm
_04280_,19.08µm
_11793_,19.08µm
_12078_,19.08µm
_13285_,19.08µm
_14416_,19.08µm
_11243_,19.06µm
_00006_,19.045µm
_11936_,19.04µm
_12739_,19.04µm
_13675_,19.04µm
_14738_,19.04µm
_03108_,19.02µm
_08042_,19.02µm
_04848_,19.005µm
_02421_,19µm
_05997_,19µm
_01094_,18.98µm
_01325_,18.98µm
_03455_,18.98µm
_04919_,18.98µm
_08563_,18.98µm
_09120_,18.98µm
_09764_,18.98µm
_11201_,18.97µm
_09088_,18.965µm
_02455_,18.96µm
_10312_,18.96µm
_13506_,18.96µm
net1166,18.96µm
_00524_,18.94µm
_04159_,18.94µm
_10666_,18.94µm
_11504_,18.94µm
_13496_,18.94µm
_00268_,18.92µm
_00296_,18.92µm
_03000_,18.92µm
_06334_,18.92µm
_12813_,18.92µm
_07326_,18.9µm
_08925_,18.9µm
_14775_,18.9µm
_00840_,18.895µm
_14023_,18.89µm
_01460_,18.88µm
_03566_,18.88µm
_05398_,18.88µm
_11857_,18.88µm
_12812_,18.88µm
_13517_,18.88µm
_14022_,18.865µm
_00972_,18.86µm
_06797_,18.86µm
_08730_,18.86µm
_10189_,18.86µm
_12819_,18.86µm
_00570_,18.82µm
_03862_,18.82µm
_06959_,18.82µm
_09225_,18.82µm
_11455_,18.82µm
_12356_,18.82µm
expadd\[2\],18.82µm
_14798_,18.81µm
_00265_,18.8µm
_04839_,18.8µm
_05918_,18.8µm
_01334_,18.78µm
_01440_,18.78µm
_06774_,18.78µm
_09075_,18.78µm
_11329_,18.78µm
_07558_,18.74µm
_10693_,18.74µm
_13193_,18.74µm
_13579_,18.74µm
_00321_,18.72µm
_04630_,18.72µm
_05018_,18.72µm
_07268_,18.72µm
_02338_,18.7µm
_02391_,18.7µm
_03610_,18.7µm
_06342_,18.7µm
_07252_,18.7µm
_11292_,18.7µm
_14810_,18.7µm
_02549_,18.68µm
_06555_,18.68µm
_08595_,18.68µm
_04956_,18.66µm
_05153_,18.66µm
_11318_,18.66µm
_01916_,18.64µm
_06299_,18.64µm
_10191_,18.64µm
_11967_,18.64µm
_12277_,18.64µm
_00838_,18.62µm
_04422_,18.62µm
_06043_,18.62µm
_07570_,18.62µm
_09034_,18.62µm
_14359_,18.62µm
_14788_,18.61µm
_01378_,18.6µm
_01466_,18.6µm
_07551_,18.6µm
_12788_,18.6µm
_03457_,18.58µm
_03984_,18.58µm
_10193_,18.58µm
_11311_,18.58µm
_14604_,18.58µm
_06754_,18.57µm
_08018_,18.565µm
net134,18.565µm
_02255_,18.56µm
_02595_,18.56µm
_05110_,18.56µm
_05329_,18.56µm
_07102_,18.56µm
_07483_,18.55µm
_04747_,18.54µm
_06736_,18.54µm
_12645_,18.54µm
_03259_,18.53µm
_06994_,18.53µm
_03921_,18.52µm
_06039_,18.52µm
_06056_,18.52µm
_09153_,18.52µm
_09954_,18.52µm
_11984_,18.52µm
_02612_,18.5µm
_03820_,18.5µm
_13870_,18.5µm
_09897_,18.495µm
net1098,18.485µm
_01810_,18.48µm
_02025_,18.48µm
_02586_,18.48µm
_04912_,18.48µm
_08101_,18.48µm
_09935_,18.48µm
_11164_,18.48µm
_11998_,18.48µm
_01356_,18.46µm
_01833_,18.46µm
_02260_,18.46µm
_02365_,18.46µm
_09379_,18.46µm
_13442_,18.45µm
_03266_,18.44µm
_05729_,18.44µm
_07776_,18.44µm
_09160_,18.44µm
_12943_,18.44µm
_00469_,18.42µm
_03067_,18.42µm
_06032_,18.42µm
_10326_,18.42µm
_15077_,18.42µm
_13376_,18.41µm
_01082_,18.4µm
_03435_,18.4µm
_04127_,18.4µm
_05635_,18.4µm
_06319_,18.4µm
_06878_,18.4µm
_08402_,18.4µm
_11736_,18.4µm
_12073_,18.4µm
_14854_,18.385µm
_01727_,18.38µm
_05158_,18.38µm
_06902_,18.38µm
_07029_,18.38µm
_14772_,18.38µm
_00957_,18.36µm
_03818_,18.36µm
_04388_,18.36µm
_06297_,18.36µm
_00517_,18.34µm
_06267_,18.34µm
_08392_,18.34µm
_09534_,18.34µm
_11890_,18.34µm
_14024_,18.34µm
_03093_,18.32µm
_04925_,18.32µm
_06224_,18.32µm
_12345_,18.32µm
_13403_,18.31µm
_04009_,18.3µm
_10140_,18.3µm
_11111_,18.3µm
_06022_,18.28µm
_10539_,18.28µm
_12281_,18.28µm
_14354_,18.275µm
_02056_,18.27µm
_03242_,18.27µm
_09443_,18.27µm
_02717_,18.26µm
_02841_,18.26µm
_11308_,18.26µm
net82,18.26µm
_13561_,18.25µm
_14133_,18.245µm
_02499_,18.24µm
_02871_,18.24µm
_06294_,18.24µm
_06579_,18.24µm
_07119_,18.24µm
_11391_,18.24µm
_00539_,18.22µm
_01220_,18.22µm
_01863_,18.22µm
_03351_,18.22µm
_04240_,18.22µm
_07970_,18.22µm
_08123_,18.22µm
_13685_,18.22µm
_03819_,18.2µm
_04145_,18.2µm
_05131_,18.2µm
_05978_,18.2µm
_10317_,18.2µm
_12264_,18.2µm
_09483_,18.19µm
_01032_,18.18µm
_07394_,18.18µm
_13365_,18.18µm
_07181_,18.16µm
_10007_,18.16µm
_11130_,18.16µm
_14801_,18.16µm
_04244_,18.155µm
_13221_,18.155µm
_13077_,18.15µm
_09315_,18.14µm
_09912_,18.14µm
_11192_,18.14µm
_13583_,18.14µm
_04665_,18.12µm
_12331_,18.12µm
_13865_,18.12µm
_14617_,18.12µm
_02408_,18.1µm
_03064_,18.1µm
_07348_,18.1µm
_07502_,18.1µm
_07918_,18.1µm
_08250_,18.1µm
_12714_,18.1µm
_14795_,18.095µm
expmiddleb\[3\],18.09µm
_01079_,18.08µm
_03652_,18.08µm
_10752_,18.08µm
_12102_,18.08µm
_13799_,18.08µm
_14125_,18.08µm
_12433_,18.065µm
_02113_,18.06µm
_02797_,18.06µm
_05409_,18.06µm
_01754_,18.05µm
_01524_,18.04µm
_02345_,18.04µm
_07347_,18.04µm
_07487_,18.04µm
_10083_,18.04µm
_11539_,18.04µm
_00478_,18.02µm
_02626_,18.02µm
_05175_,18.02µm
_08517_,18.02µm
_09902_,18.02µm
_07406_,18.015µm
_08351_,18.015µm
_06598_,18µm
_10129_,18µm
_14277_,18µm
_03990_,17.98µm
_06171_,17.98µm
_07689_,17.98µm
_07916_,17.98µm
_08704_,17.98µm
_09580_,17.98µm
_10476_,17.98µm
_12816_,17.98µm
_14839_,17.98µm
net20,17.98µm
_10392_,17.975µm
_03659_,17.96µm
_11450_,17.96µm
_13820_,17.96µm
_00642_,17.94µm
_02602_,17.94µm
_03458_,17.94µm
_04523_,17.94µm
_09321_,17.94µm
_11497_,17.94µm
_11819_,17.94µm
_13233_,17.94µm
_00619_,17.92µm
_02431_,17.92µm
_15108_,17.92µm
_03300_,17.91µm
_12302_,17.91µm
_05045_,17.9µm
_05281_,17.9µm
_05465_,17.9µm
_07952_,17.9µm
_09843_,17.9µm
_14393_,17.9µm
_14580_,17.9µm
net40,17.9µm
_05456_,17.88µm
_06484_,17.88µm
_12074_,17.88µm
_13120_,17.88µm
_13499_,17.88µm
_07402_,17.86µm
_11466_,17.86µm
_11641_,17.86µm
_12080_,17.86µm
_01748_,17.85µm
_11174_,17.85µm
_04319_,17.84µm
_08415_,17.84µm
_08579_,17.84µm
_09489_,17.84µm
_01760_,17.83µm
_08333_,17.825µm
_03048_,17.82µm
_05385_,17.82µm
_05433_,17.82µm
_05649_,17.82µm
_08067_,17.82µm
_09273_,17.82µm
_09294_,17.82µm
_09453_,17.82µm
_09833_,17.82µm
_10247_,17.82µm
_13042_,17.82µm
net251,17.82µm
_04146_,17.8µm
_05460_,17.8µm
_12857_,17.8µm
_13428_,17.8µm
_00701_,17.79µm
_04985_,17.78µm
_08046_,17.78µm
_08867_,17.78µm
_09723_,17.78µm
_10615_,17.78µm
_11660_,17.78µm
_12122_,17.78µm
_13061_,17.78µm
_13440_,17.78µm
_14151_,17.78µm
_07787_,17.775µm
_10997_,17.775µm
_03384_,17.76µm
_03645_,17.76µm
_04869_,17.76µm
_10928_,17.76µm
_14664_,17.76µm
_10625_,17.74µm
_13328_,17.74µm
_13552_,17.74µm
_01033_,17.72µm
_04410_,17.72µm
_10363_,17.72µm
_12150_,17.72µm
_07805_,17.71µm
_11451_,17.71µm
_08662_,17.7µm
_09302_,17.7µm
_09923_,17.7µm
_12576_,17.7µm
_01829_,17.68µm
_05827_,17.68µm
_13425_,17.68µm
_13292_,17.67µm
_04840_,17.66µm
_08998_,17.66µm
_09953_,17.66µm
_14110_,17.66µm
_00928_,17.64µm
_04031_,17.64µm
_04989_,17.64µm
_09620_,17.64µm
_09844_,17.625µm
_07675_,17.62µm
_10175_,17.62µm
_12018_,17.62µm
_06612_,17.6µm
_11342_,17.6µm
_13750_,17.6µm
_05384_,17.59µm
_08529_,17.58µm
_09223_,17.58µm
_09572_,17.58µm
_09972_,17.58µm
_13850_,17.58µm
_14473_,17.58µm
_01616_,17.56µm
_01907_,17.56µm
_02563_,17.56µm
_04315_,17.56µm
_13299_,17.56µm
_00678_,17.54µm
_05269_,17.54µm
_06888_,17.54µm
_10992_,17.54µm
_11506_,17.53µm
_01729_,17.52µm
_02550_,17.52µm
_03803_,17.52µm
_04138_,17.52µm
_07133_,17.52µm
_11970_,17.52µm
_12026_,17.52µm
_13260_,17.52µm
_13481_,17.52µm
_04042_,17.5µm
_04653_,17.5µm
_04976_,17.5µm
_07165_,17.5µm
_07312_,17.5µm
_11486_,17.5µm
_02779_,17.48µm
_03693_,17.48µm
_04475_,17.48µm
_04703_,17.48µm
_05160_,17.48µm
_06409_,17.48µm
_11863_,17.48µm
_12502_,17.48µm
_14933_,17.48µm
net1204,17.48µm
_03853_,17.46µm
_04546_,17.46µm
_07193_,17.46µm
_12736_,17.46µm
_13091_,17.46µm
_13258_,17.45µm
_02017_,17.44µm
_05991_,17.44µm
_08654_,17.44µm
_11999_,17.44µm
_12623_,17.44µm
net62,17.44µm
net230,17.44µm
_03671_,17.435µm
_05293_,17.43µm
_05958_,17.42µm
_06785_,17.42µm
_09486_,17.42µm
_10069_,17.415µm
_02204_,17.41µm
_06710_,17.4µm
_07221_,17.4µm
_09545_,17.4µm
_11156_,17.4µm
_13259_,17.4µm
_14888_,17.4µm
_10249_,17.38µm
_12616_,17.38µm
_00551_,17.36µm
_01071_,17.36µm
_05370_,17.36µm
_07566_,17.36µm
_08335_,17.36µm
_04368_,17.355µm
_01970_,17.34µm
_04629_,17.34µm
_08651_,17.34µm
_11757_,17.34µm
_14825_,17.34µm
_14529_,17.325µm
_05542_,17.32µm
_05799_,17.32µm
_06165_,17.32µm
_07269_,17.32µm
_10114_,17.32µm
_11720_,17.32µm
_12831_,17.32µm
_14029_,17.32µm
expmiddled\[5\],17.32µm
_07933_,17.315µm
_03363_,17.31µm
_03929_,17.3µm
_08630_,17.3µm
_10567_,17.3µm
_12430_,17.3µm
_12440_,17.3µm
_13181_,17.3µm
_14158_,17.3µm
_14292_,17.3µm
_07832_,17.29µm
_14669_,17.29µm
_04832_,17.28µm
_06987_,17.28µm
_07096_,17.28µm
_08916_,17.28µm
_12058_,17.28µm
_08174_,17.275µm
_02983_,17.26µm
_05264_,17.26µm
_07364_,17.26µm
_11349_,17.26µm
_13480_,17.26µm
_14758_,17.26µm
_03154_,17.25µm
_02226_,17.24µm
_02434_,17.24µm
_02725_,17.24µm
_03221_,17.24µm
_07264_,17.24µm
_12944_,17.24µm
_13545_,17.24µm
_14755_,17.24µm
_07086_,17.23µm
_02419_,17.22µm
_03748_,17.22µm
_13059_,17.22µm
_13614_,17.22µm
_13735_,17.21µm
_07745_,17.2µm
_08591_,17.2µm
_08890_,17.2µm
_10320_,17.2µm
_01153_,17.18µm
_10280_,17.18µm
_11561_,17.18µm
_13610_,17.18µm
_14681_,17.18µm
_14901_,17.18µm
net44,17.18µm
_09531_,17.16µm
_13174_,17.16µm
_00527_,17.155µm
_02424_,17.14µm
_04667_,17.14µm
_09254_,17.14µm
_09874_,17.14µm
_02778_,17.12µm
_02937_,17.12µm
_12523_,17.12µm
_14337_,17.12µm
_11870_,17.11µm
_02099_,17.1µm
_05292_,17.1µm
_05315_,17.1µm
_07616_,17.1µm
_12859_,17.1µm
_02481_,17.08µm
_07861_,17.08µm
_08331_,17.08µm
_08428_,17.08µm
_09238_,17.08µm
_12358_,17.08µm
_01950_,17.06µm
_04040_,17.06µm
_08125_,17.06µm
_12088_,17.06µm
_12245_,17.06µm
_08015_,17.045µm
_00456_,17.04µm
_07315_,17.04µm
_12694_,17.04µm
_12791_,17.04µm
_12136_,17.035µm
_04164_,17.02µm
_04459_,17.02µm
_05946_,17.02µm
_07430_,17.02µm
_07854_,17.02µm
_11785_,17.02µm
_12055_,17.02µm
_12784_,17.02µm
_13404_,17.02µm
_13715_,17.02µm
_13782_,17.02µm
_14894_,17.02µm
_04674_,17µm
_08865_,17µm
_12009_,17µm
_13118_,17µm
_00961_,16.98µm
_01103_,16.98µm
_01312_,16.98µm
_02661_,16.98µm
_05046_,16.98µm
_06050_,16.98µm
_11087_,16.98µm
_11883_,16.98µm
_13391_,16.98µm
_15102_,16.98µm
_07762_,16.96µm
_14260_,16.955µm
_00917_,16.94µm
_02149_,16.94µm
_03220_,16.94µm
_05317_,16.94µm
_06570_,16.94µm
_07139_,16.94µm
_11669_,16.94µm
_13916_,16.94µm
_13944_,16.93µm
_06368_,16.92µm
_06557_,16.92µm
_10023_,16.92µm
_11909_,16.92µm
_13714_,16.92µm
_00696_,16.9µm
_01712_,16.9µm
_06674_,16.9µm
_08061_,16.9µm
_10829_,16.9µm
_11849_,16.9µm
_13107_,16.9µm
_13533_,16.9µm
_14143_,16.9µm
_14938_,16.9µm
_03805_,16.88µm
_08131_,16.88µm
_12493_,16.88µm
_04755_,16.865µm
_01854_,16.86µm
_04534_,16.86µm
_13360_,16.86µm
_13717_,16.86µm
_13926_,16.86µm
_00516_,16.84µm
_00638_,16.84µm
_07354_,16.84µm
_07827_,16.84µm
_08027_,16.84µm
_13239_,16.84µm
_13898_,16.84µm
net1027,16.84µm
_13737_,16.835µm
_07144_,16.83µm
_12789_,16.83µm
_08072_,16.825µm
_07333_,16.82µm
_07955_,16.82µm
_11132_,16.82µm
_14686_,16.82µm
_14172_,16.815µm
_07976_,16.8µm
_09464_,16.8µm
net950,16.8µm
_01161_,16.795µm
_02266_,16.78µm
_04700_,16.78µm
_05909_,16.78µm
_05976_,16.78µm
_06066_,16.78µm
_06431_,16.78µm
_07289_,16.78µm
_14783_,16.78µm
_02019_,16.775µm
_00414_,16.76µm
_02821_,16.76µm
_06744_,16.76µm
_10278_,16.76µm
_10356_,16.76µm
_12219_,16.76µm
_13469_,16.76µm
_03097_,16.75µm
_00700_,16.74µm
_06914_,16.74µm
_08376_,16.74µm
_09941_,16.74µm
_13497_,16.74µm
_00633_,16.72µm
_00970_,16.72µm
_04684_,16.72µm
_06640_,16.72µm
_07810_,16.72µm
_10894_,16.72µm
_14658_,16.72µm
_15035_,16.72µm
inf2,16.72µm
_00729_,16.7µm
_01307_,16.7µm
_01525_,16.7µm
_02203_,16.7µm
_04998_,16.7µm
_07281_,16.7µm
_14112_,16.7µm
_14997_,16.7µm
_05705_,16.695µm
_01318_,16.68µm
_01604_,16.68µm
_05170_,16.68µm
expmiddleb\[2\],16.68µm
_01595_,16.66µm
_03920_,16.66µm
_05382_,16.66µm
_06926_,16.66µm
_08645_,16.66µm
_08658_,16.66µm
_12223_,16.66µm
_01975_,16.64µm
_03690_,16.64µm
_03873_,16.64µm
_06130_,16.64µm
_09753_,16.64µm
_10169_,16.64µm
_11020_,16.64µm
_14666_,16.64µm
_14945_,16.64µm
_15057_,16.64µm
inf0,16.64µm
_05203_,16.63µm
_03364_,16.61µm
_06498_,16.6µm
_06609_,16.6µm
_06968_,16.6µm
_07215_,16.6µm
_10306_,16.6µm
_02219_,16.58µm
_06918_,16.58µm
_07459_,16.58µm
_00721_,16.57µm
_02881_,16.56µm
_03323_,16.56µm
_03703_,16.56µm
_04199_,16.56µm
_04776_,16.56µm
_05994_,16.56µm
_06052_,16.56µm
_10410_,16.56µm
_13903_,16.56µm
_15049_,16.56µm
net156,16.56µm
clknet_leaf_32_clk,16.56µm
_01728_,16.54µm
_11705_,16.54µm
_12577_,16.54µm
_13171_,16.54µm
_02191_,16.52µm
_04627_,16.52µm
_05592_,16.52µm
_10158_,16.52µm
_11487_,16.52µm
_12946_,16.52µm
_02770_,16.5µm
_04212_,16.5µm
_06036_,16.5µm
_08377_,16.5µm
_02323_,16.48µm
_02740_,16.48µm
_04344_,16.48µm
_05562_,16.48µm
_05689_,16.48µm
_06539_,16.48µm
_06954_,16.48µm
_08521_,16.48µm
_08838_,16.48µm
_09220_,16.48µm
_09640_,16.48µm
_11991_,16.48µm
_12765_,16.48µm
_13558_,16.48µm
_13691_,16.475µm
_00423_,16.46µm
_01156_,16.46µm
_07288_,16.46µm
_09122_,16.46µm
_14367_,16.46µm
_12292_,16.45µm
_06944_,16.445µm
_00744_,16.44µm
_00778_,16.44µm
_01267_,16.44µm
_02340_,16.44µm
_05076_,16.44µm
_09456_,16.44µm
_11406_,16.44µm
_14002_,16.44µm
_14762_,16.44µm
_05674_,16.42µm
_12452_,16.42µm
_05420_,16.405µm
_01790_,16.4µm
_01812_,16.4µm
_05133_,16.4µm
_05147_,16.4µm
_06928_,16.4µm
_07525_,16.4µm
_09347_,16.4µm
_10050_,16.4µm
_14838_,16.4µm
_12512_,16.39µm
_04066_,16.38µm
_05102_,16.38µm
_11981_,16.365µm
_01432_,16.36µm
_02918_,16.36µm
_02997_,16.36µm
_04376_,16.36µm
_07619_,16.36µm
_09145_,16.36µm
_11904_,16.36µm
_14544_,16.36µm
_04203_,16.34µm
_08567_,16.33µm
_00807_,16.32µm
_06651_,16.32µm
_07150_,16.32µm
_07850_,16.32µm
_11992_,16.32µm
_12648_,16.32µm
_13087_,16.32µm
four_man\[37\],16.32µm
_01800_,16.3µm
_04542_,16.3µm
_05525_,16.3µm
_06364_,16.3µm
_08702_,16.3µm
_00617_,16.28µm
_02786_,16.28µm
_06714_,16.28µm
_11880_,16.28µm
_13436_,16.28µm
_14120_,16.28µm
_09794_,16.275µm
_03068_,16.26µm
_03196_,16.26µm
_05344_,16.26µm
_09523_,16.26µm
_09890_,16.26µm
_01442_,16.24µm
_09998_,16.24µm
_10199_,16.24µm
_10545_,16.225µm
_01672_,16.22µm
_02182_,16.22µm
_02781_,16.22µm
_02940_,16.22µm
_04961_,16.22µm
_06203_,16.22µm
_06485_,16.22µm
_06558_,16.22µm
_09680_,16.22µm
_10942_,16.22µm
_12588_,16.22µm
_13791_,16.22µm
_14792_,16.22µm
_14016_,16.215µm
_01142_,16.2µm
_04252_,16.2µm
_03822_,16.185µm
_02158_,16.18µm
_05956_,16.18µm
_11161_,16.18µm
_11687_,16.18µm
_13872_,16.18µm
_14226_,16.18µm
_14572_,16.18µm
clknet_leaf_43_clk,16.18µm
_08390_,16.175µm
_00471_,16.16µm
_02771_,16.16µm
_08731_,16.16µm
_09582_,16.16µm
_09704_,16.16µm
_09814_,16.16µm
_10891_,16.16µm
_13701_,16.16µm
_14574_,16.16µm
_08810_,16.145µm
_14121_,16.145µm
_02343_,16.14µm
_05693_,16.14µm
_08294_,16.14µm
_11352_,16.14µm
_11983_,16.14µm
_15031_,16.14µm
_13189_,16.12µm
_04262_,16.1µm
_04900_,16.1µm
_05524_,16.1µm
_07938_,16.1µm
_09873_,16.1µm
_10038_,16.1µm
_10653_,16.1µm
_12296_,16.1µm
_13154_,16.1µm
_13931_,16.1µm
_14309_,16.1µm
_06692_,16.08µm
_08500_,16.08µm
_09291_,16.08µm
_08073_,16.075µm
_00916_,16.06µm
_01580_,16.06µm
_01797_,16.06µm
_01858_,16.06µm
_02004_,16.06µm
_02328_,16.06µm
_04571_,16.06µm
_05492_,16.06µm
_06112_,16.06µm
_06687_,16.06µm
_08087_,16.06µm
_08665_,16.06µm
_09433_,16.06µm
_12763_,16.06µm
_14388_,16.06µm
_05914_,16.04µm
_07808_,16.04µm
_08917_,16.04µm
_09952_,16.04µm
_13730_,16.04µm
_05566_,16.03µm
_09861_,16.03µm
_13662_,16.03µm
_05371_,16.02µm
_05898_,16.02µm
_07361_,16.02µm
_11482_,16.02µm
_11689_,16.02µm
_12145_,16.02µm
_08675_,16µm
_10493_,16µm
expadd\[3\],16µm
_00401_,15.98µm
_01697_,15.98µm
_02938_,15.98µm
_03664_,15.98µm
_04411_,15.98µm
_06063_,15.98µm
_11508_,15.98µm
_12722_,15.98µm
_13689_,15.98µm
_13706_,15.98µm
_15005_,15.98µm
_14606_,15.97µm
_04644_,15.96µm
_09501_,15.96µm
_10371_,15.96µm
_10895_,15.96µm
_11584_,15.96µm
_13167_,15.96µm
_01221_,15.955µm
_00834_,15.94µm
_07940_,15.94µm
_11884_,15.94µm
_15060_,15.94µm
_09450_,15.93µm
_00794_,15.925µm
_01660_,15.92µm
_04084_,15.92µm
_06340_,15.92µm
_06487_,15.92µm
_08003_,15.92µm
_08316_,15.92µm
_08721_,15.92µm
_13131_,15.92µm
mantisaB0\[23\],15.92µm
_01236_,15.9µm
_03570_,15.9µm
_05427_,15.9µm
_07071_,15.9µm
_08140_,15.9µm
_09084_,15.9µm
_10594_,15.9µm
_11456_,15.9µm
_01461_,15.88µm
_02269_,15.88µm
_02418_,15.88µm
_08243_,15.88µm
_08995_,15.88µm
_09798_,15.88µm
_10285_,15.88µm
_10667_,15.88µm
_10754_,15.88µm
zero2,15.88µm
_00558_,15.87µm
_02465_,15.86µm
_02738_,15.86µm
_07307_,15.86µm
_10471_,15.86µm
_11927_,15.86µm
_14877_,15.86µm
_15013_,15.86µm
four_man\[30\],15.86µm
_02334_,15.84µm
_03823_,15.84µm
_05695_,15.84µm
_07183_,15.84µm
_12613_,15.84µm
net1168,15.84µm
net1183,15.84µm
_12632_,15.835µm
_03495_,15.82µm
_05679_,15.82µm
_07564_,15.82µm
_08116_,15.82µm
_10921_,15.82µm
_12723_,15.82µm
_13969_,15.82µm
_08366_,15.805µm
_01409_,15.8µm
_02072_,15.8µm
_02330_,15.8µm
_02514_,15.8µm
_05474_,15.785µm
_13263_,15.78µm
_13343_,15.78µm
_05697_,15.775µm
_00697_,15.76µm
_04366_,15.76µm
_07173_,15.76µm
_10583_,15.76µm
_10766_,15.76µm
_12067_,15.76µm
_13445_,15.76µm
_14994_,15.76µm
_01170_,15.745µm
_03868_,15.74µm
_03923_,15.74µm
_04059_,15.74µm
_04341_,15.74µm
_07277_,15.74µm
_09710_,15.74µm
_09986_,15.74µm
_12023_,15.74µm
_12207_,15.74µm
_12718_,15.74µm
_12940_,15.74µm
_13039_,15.74µm
_14342_,15.735µm
_00481_,15.72µm
_03087_,15.72µm
_03927_,15.72µm
_03928_,15.72µm
_04414_,15.72µm
_06524_,15.72µm
_06827_,15.72µm
_07672_,15.72µm
_09670_,15.72µm
_10360_,15.72µm
_13844_,15.72µm
_14589_,15.72µm
_03138_,15.7µm
_06504_,15.7µm
_08118_,15.7µm
_13089_,15.7µm
_14075_,15.7µm
_04103_,15.69µm
_02310_,15.68µm
_05933_,15.68µm
_06046_,15.68µm
_09511_,15.68µm
_10501_,15.68µm
_10951_,15.68µm
_12614_,15.68µm
_00669_,15.66µm
_00815_,15.66µm
_03316_,15.66µm
_14831_,15.65µm
_03003_,15.64µm
_03021_,15.64µm
_03588_,15.64µm
_04538_,15.64µm
_04810_,15.64µm
_05437_,15.64µm
_05590_,15.64µm
_08779_,15.64µm
_13990_,15.64µm
_14128_,15.64µm
_01058_,15.62µm
_06122_,15.62µm
_07178_,15.62µm
_07924_,15.62µm
_08317_,15.62µm
_08736_,15.62µm
_14213_,15.61µm
_00938_,15.6µm
_03031_,15.6µm
_03489_,15.6µm
_04826_,15.6µm
_09229_,15.6µm
_09257_,15.6µm
_13244_,15.6µm
_04129_,15.58µm
_05944_,15.58µm
_09770_,15.58µm
_12608_,15.58µm
_03434_,15.575µm
_03140_,15.56µm
_03924_,15.56µm
_04909_,15.56µm
_06743_,15.56µm
_09403_,15.56µm
_14582_,15.56µm
_13629_,15.54µm
_13703_,15.54µm
_04756_,15.525µm
_09569_,15.52µm
_09960_,15.52µm
net1003,15.52µm
_09408_,15.51µm
_14542_,15.5µm
_00322_,15.495µm
_01700_,15.48µm
_02493_,15.48µm
_04707_,15.48µm
_05612_,15.48µm
_06188_,15.48µm
_06530_,15.48µm
_08845_,15.48µm
_09820_,15.48µm
_10700_,15.48µm
_12220_,15.48µm
_14538_,15.48µm
_15126_,15.48µm
_02351_,15.46µm
_03029_,15.46µm
_07279_,15.46µm
_09757_,15.46µm
_10523_,15.46µm
_12553_,15.46µm
_14054_,15.46µm
_14235_,15.46µm
_02169_,15.44µm
_03518_,15.44µm
_00282_,15.42µm
_03535_,15.42µm
_04529_,15.42µm
_05319_,15.42µm
_06924_,15.42µm
_08625_,15.42µm
_10507_,15.42µm
_10880_,15.42µm
_02363_,15.41µm
_02450_,15.4µm
_02491_,15.4µm
_07372_,15.4µm
_08671_,15.4µm
net1059,15.4µm
_00368_,15.38µm
_02718_,15.38µm
_03500_,15.38µm
_07036_,15.38µm
_08696_,15.38µm
_09359_,15.38µm
_09756_,15.38µm
_12910_,15.38µm
_02815_,15.36µm
_08656_,15.36µm
_10546_,15.36µm
_11485_,15.36µm
_14699_,15.36µm
_06321_,15.34µm
_07225_,15.34µm
_11129_,15.34µm
_11234_,15.34µm
_11744_,15.34µm
_12362_,15.34µm
_13656_,15.34µm
mantisaB0\[12\],15.34µm
_13237_,15.325µm
_00310_,15.32µm
_05942_,15.32µm
_08646_,15.32µm
_10279_,15.32µm
_10393_,15.32µm
_11663_,15.32µm
_06693_,15.315µm
_02804_,15.3µm
_02863_,15.3µm
_06833_,15.3µm
_09271_,15.3µm
_09365_,15.3µm
_09438_,15.3µm
_04974_,15.28µm
_06335_,15.28µm
_10585_,15.28µm
