net,length_um
_05321_,11.2µm
_06908_,11.2µm
_10730_,11.2µm
_13058_,11.2µm
_14492_,11.2µm
_01627_,11.18µm
_01711_,11.18µm
_05083_,11.18µm
_05579_,11.18µm
_05677_,11.18µm
_06118_,11.18µm
_11963_,11.18µm
_02147_,11.17µm
_00997_,11.16µm
_01140_,11.16µm
_01339_,11.16µm
_03229_,11.16µm
_03908_,11.16µm
_04423_,11.16µm
_05777_,11.16µm
_05887_,11.16µm
_06438_,11.16µm
_07478_,11.16µm
_07767_,11.16µm
_09119_,11.16µm
_10601_,11.16µm
_12210_,11.16µm
_12293_,11.16µm
_13326_,11.16µm
_13748_,11.16µm
_08017_,11.15µm
_14084_,11.15µm
_00473_,11.14µm
_12894_,11.14µm
_13585_,11.14µm
_14034_,11.14µm
_06919_,11.13µm
_02349_,11.12µm
_02897_,11.12µm
_03002_,11.12µm
_04506_,11.12µm
_04820_,11.12µm
_06041_,11.12µm
_07115_,11.12µm
_07493_,11.12µm
_08910_,11.12µm
_09624_,11.12µm
_09926_,11.12µm
_11664_,11.12µm
_12719_,11.12µm
_13951_,11.12µm
_14628_,11.12µm
_14970_,11.12µm
_14107_,11.105µm
_00354_,11.1µm
_02474_,11.1µm
_02503_,11.1µm
_05360_,11.1µm
_06523_,11.1µm
_10782_,11.1µm
_11272_,11.1µm
_12849_,11.1µm
_13626_,11.1µm
_13838_,11.1µm
_14283_,11.1µm
_00934_,11.08µm
_01078_,11.08µm
_01107_,11.08µm
_02496_,11.08µm
_03181_,11.08µm
_04778_,11.08µm
_06278_,11.08µm
_06608_,11.08µm
_08689_,11.08µm
_10490_,11.08µm
_10513_,11.08µm
_11258_,11.08µm
_11735_,11.08µm
_12235_,11.08µm
_12456_,11.08µm
_14066_,11.08µm
_14828_,11.08µm
zero0,11.08µm
_07388_,11.06µm
_04260_,11.055µm
_07233_,11.05µm
_01698_,11.04µm
_02792_,11.04µm
_03311_,11.04µm
_05575_,11.04µm
_05899_,11.04µm
_09049_,11.04µm
_11765_,11.04µm
_14320_,11.04µm
net1157,11.04µm
_08302_,11.03µm
_11250_,11.03µm
_06746_,11.02µm
mantisaB[16],11.02µm
mantisaB[22],11.02µm
mantisaB[9],11.02µm
net1156,11.02µm
_00854_,11µm
_00905_,11µm
_00948_,11µm
_04831_,11µm
_05451_,11µm
_05639_,11µm
_06932_,11µm
_07480_,11µm
_09288_,11µm
_10048_,11µm
_11147_,11µm
_02552_,10.98µm
_03257_,10.98µm
_04463_,10.98µm
_07467_,10.98µm
_13230_,10.98µm
net1107,10.98µm
_01197_,10.96µm
_01288_,10.96µm
_01322_,10.96µm
_02283_,10.96µm
_02672_,10.96µm
_04706_,10.96µm
_05839_,10.96µm
_05936_,10.96µm
_05971_,10.96µm
_06403_,10.96µm
_06749_,10.96µm
_08963_,10.96µm
_10775_,10.96µm
_11241_,10.96µm
_11818_,10.96µm
_13847_,10.96µm
_14285_,10.96µm
_14765_,10.96µm
_15016_,10.96µm
expmiddleb\[0\],10.96µm
net167,10.96µm
_01319_,10.94µm
_03832_,10.94µm
_05097_,10.94µm
_00452_,10.92µm
_01707_,10.92µm
_02183_,10.92µm
_03348_,10.92µm
_03672_,10.92µm
_04749_,10.92µm
_05374_,10.92µm
_10715_,10.92µm
_10813_,10.92µm
_11221_,10.92µm
_13611_,10.92µm
_08338_,10.91µm
_00855_,10.9µm
_01789_,10.9µm
_02623_,10.9µm
_03278_,10.9µm
_03292_,10.9µm
_04432_,10.9µm
_06075_,10.9µm
_06505_,10.9µm
_08327_,10.9µm
_13780_,10.9µm
_14511_,10.9µm
_15111_,10.9µm
_15113_,10.9µm
_06543_,10.89µm
_09388_,10.89µm
_04033_,10.88µm
_04081_,10.88µm
_05774_,10.88µm
_05938_,10.88µm
_06257_,10.88µm
_09505_,10.88µm
_11306_,10.88µm
_12845_,10.875µm
_09124_,10.865µm
_00954_,10.86µm
_01935_,10.86µm
_02374_,10.86µm
_02615_,10.86µm
_05759_,10.86µm
_05816_,10.86µm
_07530_,10.86µm
_10085_,10.86µm
_10106_,10.86µm
_10909_,10.86µm
_14736_,10.855µm
_03843_,10.84µm
_04494_,10.84µm
_07321_,10.84µm
_07492_,10.84µm
_12171_,10.84µm
_12922_,10.84µm
_13311_,10.84µm
_13441_,10.84µm
_00355_,10.82µm
_03809_,10.82µm
_03966_,10.82µm
_05548_,10.82µm
_06007_,10.82µm
_07420_,10.82µm
_08878_,10.82µm
_08957_,10.82µm
_09979_,10.82µm
_10818_,10.82µm
_11529_,10.82µm
_11579_,10.82µm
_11710_,10.82µm
_07761_,10.81µm
_02832_,10.8µm
_05643_,10.8µm
_09090_,10.8µm
_09609_,10.8µm
_12144_,10.8µm
_12911_,10.8µm
_13457_,10.8µm
_14638_,10.8µm
_14663_,10.8µm
_04877_,10.79µm
_08206_,10.79µm
_00597_,10.78µm
_01028_,10.78µm
_03331_,10.78µm
_04022_,10.78µm
_05436_,10.78µm
_06357_,10.78µm
_06407_,10.78µm
_07040_,10.78µm
_07816_,10.78µm
_08058_,10.78µm
_09064_,10.78µm
_10118_,10.78µm
_10770_,10.78µm
_11031_,10.78µm
_11314_,10.78µm
_11439_,10.78µm
_11647_,10.78µm
_12340_,10.78µm
_12790_,10.78µm
_12846_,10.78µm
_13822_,10.78µm
net1023,10.78µm
net1028,10.78µm
_01824_,10.76µm
_03653_,10.76µm
_06536_,10.76µm
_06658_,10.76µm
_12539_,10.76µm
_03493_,10.75µm
_01070_,10.745µm
_01244_,10.74µm
_01987_,10.74µm
_02433_,10.74µm
_04527_,10.74µm
_07391_,10.74µm
_08324_,10.74µm
_08412_,10.74µm
_08747_,10.74µm
_09506_,10.74µm
_12993_,10.74µm
_03268_,10.73µm
_02272_,10.72µm
_05790_,10.72µm
_07948_,10.72µm
_11419_,10.72µm
_13099_,10.72µm
_14871_,10.72µm
_02245_,10.7µm
_02790_,10.7µm
_03427_,10.7µm
_04906_,10.7µm
_05333_,10.7µm
_06450_,10.7µm
_07013_,10.7µm
_07376_,10.7µm
_07401_,10.7µm
_07528_,10.7µm
_08372_,10.7µm
_10484_,10.7µm
_11199_,10.7µm
_11871_,10.7µm
_00793_,10.68µm
_13658_,10.68µm
net17,10.68µm
_08534_,10.67µm
_01068_,10.66µm
_01263_,10.66µm
_02389_,10.66µm
_03732_,10.66µm
_04513_,10.66µm
_04578_,10.66µm
_10660_,10.66µm
_11224_,10.66µm
_11699_,10.66µm
_14713_,10.66µm
_03944_,10.64µm
_05107_,10.64µm
_06661_,10.64µm
_06999_,10.64µm
_07380_,10.64µm
_08723_,10.64µm
_09852_,10.64µm
_11616_,10.64µm
_12082_,10.64µm
_13452_,10.64µm
_13578_,10.64µm
_02361_,10.625µm
_01855_,10.62µm
_02134_,10.62µm
_02333_,10.62µm
_03813_,10.62µm
_04304_,10.62µm
_05647_,10.62µm
_05702_,10.62µm
_09327_,10.62µm
_11379_,10.62µm
_13433_,10.62µm
_14330_,10.62µm
net1207,10.62µm
_01565_,10.6µm
_03501_,10.6µm
_10453_,10.6µm
_12566_,10.6µm
_13683_,10.595µm
_00580_,10.58µm
_01328_,10.58µm
_05234_,10.58µm
_06365_,10.58µm
_06781_,10.58µm
_06829_,10.58µm
_07496_,10.58µm
_07632_,10.58µm
_07788_,10.58µm
_09100_,10.58µm
_12460_,10.58µm
_13624_,10.58µm
_13638_,10.58µm
_14840_,10.58µm
_03602_,10.56µm
_05353_,10.56µm
_11226_,10.56µm
_13040_,10.56µm
_14336_,10.56µm
_15047_,10.56µm
mantisaB[12],10.56µm
mantisaB[21],10.56µm
_07118_,10.555µm
_07433_,10.54µm
_07803_,10.54µm
_08404_,10.54µm
_08418_,10.54µm
_08898_,10.54µm
_11154_,10.54µm
_12457_,10.54µm
_12555_,10.54µm
_12604_,10.54µm
_12615_,10.54µm
_00549_,10.52µm
_01605_,10.52µm
_07213_,10.52µm
_08221_,10.52µm
_10396_,10.52µm
_11282_,10.52µm
_12898_,10.52µm
_14944_,10.52µm
_02335_,10.51µm
_00935_,10.5µm
_01873_,10.5µm
_06437_,10.5µm
_07120_,10.5µm
_08479_,10.5µm
_08650_,10.5µm
_10781_,10.5µm
_13319_,10.5µm
_13351_,10.5µm
_13402_,10.5µm
clknet_leaf_46_clk,10.5µm
_00571_,10.49µm
_12665_,10.49µm
net1096,10.485µm
_00501_,10.48µm
_05498_,10.48µm
_06004_,10.48µm
_09112_,10.48µm
_11840_,10.48µm
_13228_,10.48µm
_00718_,10.475µm
_01586_,10.46µm
_03354_,10.46µm
_03357_,10.46µm
_03509_,10.46µm
_04468_,10.46µm
_05157_,10.46µm
_07957_,10.46µm
_08987_,10.46µm
_09915_,10.46µm
_11347_,10.46µm
_12469_,10.46µm
_14103_,10.455µm
_02629_,10.44µm
_11680_,10.44µm
_12953_,10.44µm
_14906_,10.44µm
_15109_,10.44µm
net1167,10.44µm
_11473_,10.43µm
_00313_,10.42µm
_01165_,10.42µm
_01266_,10.42µm
_03222_,10.42µm
_04730_,10.42µm
_04978_,10.42µm
_05454_,10.42µm
_07360_,10.42µm
_12874_,10.42µm
four_man\[21\],10.42µm
_04073_,10.41µm
_00877_,10.4µm
_01481_,10.4µm
_02430_,10.4µm
_03685_,10.4µm
_04050_,10.4µm
_05406_,10.4µm
_05413_,10.4µm
_06452_,10.4µm
_07091_,10.4µm
_08378_,10.4µm
_08812_,10.4µm
_13294_,10.4µm
_13395_,10.4µm
mantisaB0\[9\],10.4µm
net1022,10.4µm
_14079_,10.39µm
_02311_,10.38µm
_04346_,10.38µm
_05434_,10.38µm
_13724_,10.38µm
net1169,10.38µm
_01026_,10.36µm
_01780_,10.36µm
_03827_,10.36µm
_05979_,10.36µm
_06698_,10.36µm
_09337_,10.36µm
_09622_,10.36µm
_11996_,10.36µm
_14007_,10.36µm
_14028_,10.36µm
_11073_,10.35µm
_01061_,10.34µm
_01856_,10.34µm
_02423_,10.34µm
_03844_,10.34µm
_06760_,10.34µm
_07941_,10.34µm
_09101_,10.34µm
_10257_,10.34µm
_10580_,10.34µm
_11146_,10.34µm
_12866_,10.34µm
_00652_,10.32µm
_00874_,10.32µm
_01851_,10.32µm
_02470_,10.32µm
_03269_,10.32µm
_05043_,10.32µm
_05644_,10.32µm
_06762_,10.32µm
_07561_,10.32µm
_09600_,10.32µm
_12333_,10.32µm
_12661_,10.32µm
_12732_,10.32µm
_12833_,10.32µm
_13255_,10.32µm
_13488_,10.32µm
_13523_,10.32µm
net93,10.32µm
_00795_,10.31µm
_03127_,10.3µm
_03172_,10.3µm
_05055_,10.3µm
_07795_,10.3µm
_12428_,10.3µm
_13930_,10.3µm
_14407_,10.3µm
_10200_,10.29µm
_01332_,10.28µm
_03963_,10.28µm
_04010_,10.28µm
_04536_,10.28µm
_04662_,10.28µm
_06062_,10.28µm
_06451_,10.28µm
_10201_,10.28µm
_10728_,10.28µm
_11973_,10.28µm
_12222_,10.28µm
_13934_,10.28µm
_14750_,10.28µm
_02329_,10.26µm
_07437_,10.26µm
_07602_,10.26µm
_09671_,10.26µm
_13547_,10.26µm
_07717_,10.255µm
_00470_,10.24µm
_01787_,10.24µm
_02663_,10.24µm
_02775_,10.24µm
_02780_,10.24µm
_03700_,10.24µm
_03773_,10.24µm
_04680_,10.24µm
_05260_,10.24µm
_06454_,10.24µm
_07056_,10.24µm
_08618_,10.24µm
_10132_,10.24µm
_10184_,10.24µm
_11544_,10.24µm
_12249_,10.24µm
_12411_,10.24µm
_12712_,10.24µm
_13526_,10.24µm
_13825_,10.24µm
_13879_,10.24µm
_00799_,10.22µm
_05227_,10.22µm
_06275_,10.22µm
_10250_,10.22µm
_13266_,10.22µm
_13811_,10.22µm
_01870_,10.2µm
_02978_,10.2µm
_03393_,10.2µm
_03593_,10.2µm
_03850_,10.2µm
_06380_,10.2µm
_08631_,10.2µm
_09335_,10.2µm
_10799_,10.2µm
_13728_,10.2µm
_14859_,10.2µm
net1165,10.2µm
_09529_,10.195µm
_00041_,10.18µm
_00884_,10.18µm
_03096_,10.18µm
_07177_,10.18µm
_08454_,10.18µm
_11886_,10.18µm
_12838_,10.18µm
_00841_,10.16µm
_02339_,10.16µm
_05698_,10.16µm
_06842_,10.16µm
_06955_,10.16µm
_07688_,10.16µm
_08928_,10.16µm
_11344_,10.16µm
_11617_,10.16µm
_12177_,10.16µm
_12206_,10.16µm
_14165_,10.16µm
expmiddled\[3\],10.16µm
net155,10.155µm
_15066_,10.145µm
_01662_,10.14µm
_02813_,10.14µm
_05003_,10.14µm
_06495_,10.14µm
_06510_,10.14µm
_08516_,10.14µm
_09089_,10.14µm
_12863_,10.14µm
_13494_,10.14µm
_01803_,10.12µm
_02920_,10.12µm
_03246_,10.12µm
_06304_,10.12µm
_08672_,10.12µm
_10242_,10.12µm
_12314_,10.12µm
_15076_,10.12µm
_00533_,10.1µm
_07647_,10.1µm
mantisaA[10],10.1µm
mantisaA[6],10.1µm
_08119_,10.095µm
_08642_,10.09µm
_03186_,10.085µm
_12255_,10.085µm
_00572_,10.08µm
_01189_,10.08µm
_02452_,10.08µm
_04612_,10.08µm
_05610_,10.08µm
_06672_,10.08µm
_09657_,10.08µm
_10474_,10.08µm
_11922_,10.08µm
_12051_,10.08µm
_14091_,10.08µm
_01162_,10.06µm
_07527_,10.06µm
_09010_,10.06µm
_11360_,10.06µm
mantisa[3],10.05µm
_13213_,10.045µm
_00789_,10.04µm
_02119_,10.04µm
_02154_,10.04µm
_02565_,10.04µm
_04253_,10.04µm
_04601_,10.04µm
_04851_,10.04µm
_05349_,10.04µm
_05735_,10.04µm
_06728_,10.04µm
_06810_,10.04µm
_07956_,10.04µm
_09741_,10.04µm
_11309_,10.04µm
_11577_,10.04µm
_12364_,10.04µm
_12864_,10.04µm
_12948_,10.04µm
undefined0,10.04µm
_00133_,10.025µm
_01099_,10.02µm
_06119_,10.02µm
_10380_,10.02µm
_10743_,10.02µm
_02690_,10µm
_02702_,10µm
_03203_,10µm
_03347_,10µm
_05625_,10µm
_06404_,10µm
_06435_,10µm
_07078_,10µm
_08230_,10µm
_08495_,10µm
_09328_,10µm
_14556_,10µm
_13889_,9.99µm
_00381_,9.98µm
_01967_,9.98µm
_03933_,9.98µm
_06639_,9.98µm
_08305_,9.98µm
_08817_,9.98µm
_13238_,9.98µm
_14740_,9.98µm
mantisaB0\[14\],9.98µm
_00429_,9.96µm
_00500_,9.96µm
_04950_,9.96µm
_06992_,9.96µm
_07263_,9.96µm
_08403_,9.96µm
_08942_,9.96µm
_10054_,9.96µm
_11019_,9.96µm
_11632_,9.96µm
_11703_,9.96µm
_11877_,9.96µm
_12644_,9.96µm
_13177_,9.96µm
_13521_,9.96µm
_03206_,9.955µm
_09211_,9.945µm
_00598_,9.94µm
_00955_,9.94µm
_02432_,9.94µm
_02478_,9.94µm
_03041_,9.94µm
_03620_,9.94µm
_04790_,9.94µm
_05118_,9.94µm
_06627_,9.94µm
_09880_,9.94µm
_10930_,9.94µm
_13998_,9.94µm
expa[4],9.93µm
_06826_,9.92µm
_07375_,9.92µm
_08991_,9.92µm
_10836_,9.92µm
_10862_,9.92µm
_11075_,9.92µm
_12046_,9.92µm
_12778_,9.92µm
_13231_,9.92µm
_14721_,9.92µm
_03859_,9.905µm
_09256_,9.905µm
_00634_,9.9µm
_01064_,9.9µm
_03482_,9.9µm
_04166_,9.9µm
_04271_,9.9µm
_05449_,9.9µm
_06522_,9.9µm
_06586_,9.9µm
_07724_,9.9µm
_08092_,9.9µm
_08172_,9.9µm
_09228_,9.9µm
_10232_,9.9µm
_10820_,9.9µm
_10871_,9.9µm
_11952_,9.9µm
_01007_,9.88µm
_01343_,9.88µm
_05775_,9.88µm
_08930_,9.88µm
_09001_,9.88µm
_11119_,9.88µm
_11378_,9.88µm
_13185_,9.88µm
_13758_,9.88µm
_00528_,9.86µm
_00648_,9.86µm
_01684_,9.86µm
_01994_,9.86µm
_03147_,9.86µm
_03247_,9.86µm
_06765_,9.86µm
_07159_,9.86µm
_07692_,9.86µm
_08064_,9.86µm
_08617_,9.86µm
_09430_,9.86µm
_09883_,9.86µm
_10233_,9.86µm
_11706_,9.86µm
four_man\[26\],9.86µm
_12989_,9.855µm
_01278_,9.84µm
_01296_,9.84µm
_02627_,9.84µm
_05854_,9.84µm
_06363_,9.84µm
_08267_,9.84µm
_08768_,9.84µm
_09627_,9.84µm
_10237_,9.84µm
_10922_,9.84µm
_12571_,9.84µm
_14374_,9.84µm
_14455_,9.84µm
net19,9.84µm
_12479_,9.83µm
_01128_,9.82µm
_01938_,9.82µm
_03105_,9.82µm
_05105_,9.82µm
_05844_,9.82µm
_06236_,9.82µm
_06597_,9.82µm
_06648_,9.82µm
_07482_,9.82µm
_07799_,9.82µm
_09329_,9.82µm
_09713_,9.82µm
_09835_,9.82µm
_11483_,9.82µm
_14078_,9.82µm
_14175_,9.82µm
_09274_,9.805µm
_00844_,9.8µm
_06408_,9.8µm
_08903_,9.8µm
_11393_,9.8µm
net258,9.8µm
_04958_,9.79µm
_14483_,9.785µm
_00664_,9.78µm
_01757_,9.78µm
_02317_,9.78µm
_02807_,9.78µm
_04134_,9.78µm
_04168_,9.78µm
_04833_,9.78µm
_05748_,9.78µm
_05811_,9.78µm
_07337_,9.78µm
_07555_,9.78µm
_07738_,9.78µm
_08127_,9.78µm
_09512_,9.78µm
_09825_,9.78µm
_10045_,9.78µm
_11495_,9.78µm
_13126_,9.78µm
_13855_,9.78µm
_00518_,9.76µm
_01451_,9.76µm
_05884_,9.76µm
_11722_,9.76µm
_14035_,9.76µm
net1051,9.76µm
_03798_,9.75µm
_00821_,9.74µm
_01948_,9.74µm
_03579_,9.74µm
_05134_,9.74µm
_05713_,9.74µm
_05903_,9.74µm
_06238_,9.74µm
_07968_,9.74µm
_08198_,9.74µm
_08269_,9.74µm
_10082_,9.74µm
_11216_,9.74µm
_11798_,9.74µm
_11896_,9.74µm
_12700_,9.74µm
_14833_,9.74µm
_00719_,9.72µm
_02883_,9.72µm
_07732_,9.72µm
_08797_,9.72µm
_08912_,9.72µm
_12011_,9.72µm
_12205_,9.72µm
_09504_,9.71µm
_00504_,9.7µm
_00839_,9.7µm
_02010_,9.7µm
_02114_,9.7µm
_02198_,9.7µm
_02624_,9.7µm
_03218_,9.7µm
_04572_,9.7µm
_05551_,9.7µm
_05999_,9.7µm
_07219_,9.7µm
_07266_,9.7µm
_08077_,9.7µm
_08620_,9.7µm
_11566_,9.7µm
_12236_,9.7µm
_12545_,9.7µm
_12824_,9.7µm
_12994_,9.7µm
_13505_,9.7µm
expmiddled\[2\],9.7µm
_00655_,9.68µm
_00944_,9.68µm
_03392_,9.68µm
_06117_,9.68µm
_12942_,9.68µm
net1189,9.68µm
_10627_,9.67µm
_02655_,9.66µm
_05192_,9.66µm
_07453_,9.66µm
_14478_,9.66µm
_14814_,9.66µm
_11139_,9.655µm
_09652_,9.645µm
_03400_,9.64µm
_07729_,9.64µm
_09654_,9.64µm
_10300_,9.64µm
mantisaA[11],9.64µm
mantisaA[13],9.64µm
mantisaA[7],9.64µm
mantisaA[8],9.64µm
_06734_,9.635µm
_03912_,9.63µm
_00847_,9.62µm
_01253_,9.62µm
_01846_,9.62µm
_02097_,9.62µm
_03126_,9.62µm
_03648_,9.62µm
_07876_,9.62µm
_12581_,9.62µm
_13195_,9.62µm
_13711_,9.62µm
_14306_,9.62µm
_12132_,9.61µm
_03810_,9.6µm
_12680_,9.59µm
_00582_,9.58µm
_02396_,9.58µm
_03677_,9.58µm
_04582_,9.58µm
_04626_,9.58µm
_05489_,9.58µm
_06009_,9.58µm
_06448_,9.58µm
_08760_,9.58µm
_09248_,9.58µm
_09386_,9.58µm
_09745_,9.58µm
_09948_,9.58µm
_10574_,9.58µm
_12338_,9.58µm
_14225_,9.58µm
_14862_,9.58µm
_14936_,9.58µm
_15000_,9.58µm
net1,9.58µm
_12472_,9.56µm
_12537_,9.56µm
_13692_,9.56µm
_03869_,9.54µm
_05710_,9.54µm
_06006_,9.54µm
_07309_,9.54µm
_07814_,9.54µm
_07945_,9.54µm
_11733_,9.54µm
_12779_,9.54µm
_13093_,9.54µm
_13422_,9.54µm
_14161_,9.54µm
_14173_,9.54µm
_03665_,9.53µm
_06582_,9.53µm
_08659_,9.53µm
_00864_,9.52µm
_02018_,9.52µm
_04286_,9.52µm
_04340_,9.52µm
_13532_,9.52µm
_14440_,9.52µm
expmiddlea\[3\],9.52µm
_08879_,9.515µm
_07590_,9.505µm
_03420_,9.5µm
_04085_,9.5µm
_04313_,9.5µm
_09651_,9.5µm
_09691_,9.5µm
_10378_,9.5µm
_10488_,9.5µm
_10808_,9.5µm
_13678_,9.5µm
_14853_,9.5µm
net32,9.5µm
mantisa[6],9.49µm
_01143_,9.48µm
_01163_,9.48µm
_06396_,9.48µm
_06610_,9.48µm
_06638_,9.48µm
_07392_,9.48µm
_09921_,9.48µm
_10509_,9.48µm
_12938_,9.48µm
_13240_,9.48µm
_13511_,9.48µm
_12066_,9.47µm
_03578_,9.46µm
_05202_,9.46µm
_06441_,9.46µm
_07340_,9.46µm
_07691_,9.46µm
_07994_,9.46µm
_08414_,9.46µm
_09924_,9.46µm
_10786_,9.46µm
_10837_,9.46µm
_11155_,9.46µm
_10652_,9.45µm
_01419_,9.44µm
_03662_,9.44µm
_04188_,9.44µm
_04732_,9.44µm
_06135_,9.44µm
_06429_,9.44µm
_06708_,9.44µm
_10684_,9.44µm
_11872_,9.44µm
_12318_,9.44µm
_07123_,9.43µm
_02046_,9.42µm
_03755_,9.42µm
_06763_,9.42µm
_09035_,9.42µm
_09763_,9.42µm
_10270_,9.42µm
_11712_,9.42µm
_12152_,9.42µm
_13805_,9.42µm
_14587_,9.42µm
_03874_,9.4µm
_04986_,9.4µm
_08798_,9.4µm
_09066_,9.4µm
_11338_,9.4µm
_11914_,9.4µm
_12750_,9.4µm
_13031_,9.4µm
net1120,9.4µm
_09292_,9.38µm
_09889_,9.38µm
_10068_,9.38µm
_10194_,9.38µm
_10988_,9.38µm
_11092_,9.38µm
_11546_,9.38µm
_12163_,9.38µm
_14167_,9.38µm
_00270_,9.36µm
_00415_,9.36µm
_00614_,9.36µm
_01009_,9.36µm
_05706_,9.36µm
_05716_,9.36µm
_06095_,9.36µm
_07074_,9.36µm
_07885_,9.36µm
_09673_,9.36µm
_10147_,9.36µm
_10650_,9.36µm
_10927_,9.36µm
_11177_,9.36µm
_11698_,9.36µm
_11824_,9.36µm
_12146_,9.36µm
_14047_,9.36µm
_14303_,9.36µm
_14510_,9.36µm
_15122_,9.36µm
net1175,9.36µm
_12704_,9.35µm
_03942_,9.34µm
_07925_,9.34µm
_09179_,9.34µm
_12935_,9.34µm
_14642_,9.33µm
_01085_,9.32µm
_01625_,9.32µm
_02126_,9.32µm
_02305_,9.32µm
_02869_,9.32µm
_03325_,9.32µm
_03524_,9.32µm
_04256_,9.32µm
_04407_,9.32µm
_06141_,9.32µm
_07217_,9.32µm
_08201_,9.32µm
_08391_,9.32µm
_08453_,9.32µm
_09374_,9.32µm
_09646_,9.32µm
_09799_,9.32µm
_09817_,9.32µm
_10075_,9.32µm
_11276_,9.32µm
_12705_,9.32µm
_13006_,9.315µm
net46,9.305µm
_00871_,9.3µm
_05250_,9.3µm
_12476_,9.3µm
_01475_,9.28µm
_02695_,9.28µm
_05012_,9.28µm
_05904_,9.28µm
_06372_,9.28µm
_06917_,9.28µm
_07043_,9.28µm
_07442_,9.28µm
_10355_,9.28µm
_10950_,9.28µm
_11038_,9.28µm
_11232_,9.28µm
_12344_,9.28µm
_14227_,9.28µm
_14684_,9.28µm
net1199,9.28µm
_01516_,9.275µm
_09484_,9.275µm
_12075_,9.27µm
_00435_,9.26µm
_01049_,9.26µm
_01484_,9.26µm
_01644_,9.26µm
_01784_,9.26µm
_01954_,9.26µm
_02539_,9.26µm
_04345_,9.26µm
_09474_,9.26µm
_12386_,9.26µm
_02597_,9.25µm
_02039_,9.24µm
_02348_,9.24µm
_03638_,9.24µm
_04701_,9.24µm
_05857_,9.24µm
_06840_,9.24µm
_07125_,9.24µm
_09571_,9.24µm
_09942_,9.24µm
_11751_,9.24µm
expadd\[5\],9.24µm
_07826_,9.235µm
_05081_,9.22µm
_05259_,9.22µm
_05395_,9.22µm
_07116_,9.22µm
_07836_,9.22µm
_11240_,9.22µm
_07007_,9.205µm
_03794_,9.2µm
_03891_,9.2µm
_06462_,9.2µm
_06733_,9.2µm
_08681_,9.2µm
_09368_,9.2µm
_13049_,9.2µm
_14459_,9.2µm
_14976_,9.2µm
_00791_,9.18µm
_01290_,9.18µm
_05730_,9.18µm
_06268_,9.18µm
_06690_,9.18µm
_07216_,9.18µm
_07718_,9.18µm
_08770_,9.18µm
_11402_,9.18µm
mantisaA[9],9.18µm
mantisaB[20],9.18µm
_13405_,9.17µm
_03135_,9.165µm
_11428_,9.165µm
_00596_,9.16µm
_00882_,9.16µm
_00893_,9.16µm
_03499_,9.16µm
_04323_,9.16µm
_06752_,9.16µm
_08049_,9.16µm
_08057_,9.16µm
_08802_,9.16µm
_11415_,9.16µm
_12605_,9.16µm
_12906_,9.16µm
_13103_,9.16µm
_14363_,9.16µm
_14449_,9.16µm
_01889_,9.14µm
_02538_,9.14µm
_08239_,9.14µm
_11135_,9.14µm
_14983_,9.14µm
_02006_,9.12µm
_02291_,9.12µm
_02551_,9.12µm
_03170_,9.12µm
_03525_,9.12µm
_06185_,9.12µm
_07494_,9.12µm
_07849_,9.12µm
_08228_,9.12µm
_08502_,9.12µm
_09021_,9.12µm
_11043_,9.12µm
_11429_,9.12µm
_12079_,9.12µm
_13366_,9.12µm
_13373_,9.12µm
_14176_,9.12µm
_00845_,9.115µm
_07105_,9.11µm
_10690_,9.11µm
_00394_,9.1µm
_14366_,9.09µm
_03568_,9.08µm
_04254_,9.08µm
_07932_,9.08µm
_08179_,9.08µm
_08254_,9.08µm
_08530_,9.08µm
_10767_,9.08µm
_11045_,9.08µm
_11787_,9.08µm
_13137_,9.08µm
mantisaA0\[23\],9.08µm
_02084_,9.075µm
_02250_,9.07µm
_00413_,9.06µm
_06653_,9.06µm
_06795_,9.06µm
_11586_,9.06µm
_11989_,9.06µm
expmiddlea\[2\],9.06µm
mantisaA0\[1\],9.06µm
_01174_,9.04µm
_01188_,9.04µm
_01693_,9.04µm
_05431_,9.04µm
_06003_,9.04µm
_07583_,9.04µm
_07847_,9.04µm
_09656_,9.04µm
_09868_,9.04µm
_12038_,9.04µm
_13759_,9.04µm
_14082_,9.04µm
_02125_,9.02µm
_05564_,9.02µm
_05723_,9.02µm
_05915_,9.02µm
_06162_,9.02µm
_07334_,9.02µm
_07977_,9.02µm
_08142_,9.02µm
_08435_,9.02µm
_08769_,9.02µm
_11570_,9.02µm
_11651_,9.02µm
_11943_,9.02µm
_12156_,9.02µm
_12241_,9.02µm
_14445_,9.02µm
mantisaA0\[0\],9.02µm
mantisaA0\[20\],9.02µm
mantisaA0\[5\],9.02µm
net215,9.02µm
_00494_,9µm
_00663_,9µm
_01594_,9µm
_02996_,9µm
_03158_,9µm
_06111_,9µm
_06384_,9µm
_07121_,9µm
_11968_,9µm
_12432_,9µm
_09813_,8.995µm
_10496_,8.99µm
_04314_,8.985µm
_00836_,8.98µm
_01065_,8.98µm
_01398_,8.98µm
_03459_,8.98µm
_05125_,8.98µm
_05418_,8.98µm
_05445_,8.98µm
_06707_,8.98µm
_07365_,8.98µm
_07506_,8.98µm
_09272_,8.98µm
_09459_,8.98µm
_09478_,8.98µm
_09778_,8.98µm
_10101_,8.98µm
_11014_,8.98µm
_13746_,8.98µm
mantisaB0\[19\],8.98µm
net84,8.98µm
_00601_,8.96µm
_04307_,8.96µm
_07592_,8.96µm
_08791_,8.96µm
